,index,name,address,rating,author,text,review_rating,neg,neu,pos,compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
67,67,Sala Thai,"307 Amsterdam Ave, New York, NY 10023, USA",4.8,Cheryl Pink,"Step into a dazzling Siam setting right here on the Upper West Side! Whether you’re a Thai cuisine enthusiast or new to the flavors of Thailand, Sala Thai is your go-to neighborhood spot for an unforgettable dining experience.
The restaurant boasts a captivating interior with a welcoming bar up front and a charming dining room upstairs. Adorned with gold light fixtures, comfortable leather chairs, and vibrant murals on the walls, every corner exudes warmth and elegance. Sala Thai offers a perfect blend of ambiance and cuisine for a relaxed yet delightful evening.
We tried the lemongrass chicken, it was a nice presentation and the chicken is so flavorful. The Chilean Sea Bass in Aromatic Coconut Milk is also very good. A divine creation of pan-roasted sea bass, bunashimeji mushrooms, and asparagus served with a luscious coconut bisque. I was also blown away by golden puff, It was perfectly seasoned, this spot offers a perfect blend of ambience and cuisine for a relaxed yet delightful evening.

Featured⤵️
- Prawn Papaya Salad
- Crepe Dumpling
- Kang Kao Peuak
- Gai yang
- Chilean Sea Bass
- Golden Puff
- Kao Tom mud
- Mango sunrise
- Bluefly Lemonade",5.0,0.0,0.71,0.29,0.996,0.002623384,0.03584151,0.9615351,0.9755208
68,68,Sala Thai,"307 Amsterdam Ave, New York, NY 10023, USA",4.8,Loogwah K,"The service was great and very friendly. The atmosphere and ambience was very nice and well thought. They really display the Thai culture here with  the art, the carved wood panel, the Thai poem at the entrance
The food was good. We ordered Fried Rice, and Pad See Eew. Very tasty.",5.0,0.0,0.743,0.257,0.9428,0.0040772557,0.016851088,0.9790717,0.98138136
69,69,Sala Thai,"307 Amsterdam Ave, New York, NY 10023, USA",4.8,Lysa Price,"Sala Thai on the Upper West Side is a culinary gem that transports diners to the heart of Thailand with its rich and authentic flavors. Their lunch special is an unbeatable deal, featuring a flavorful salad and a choice of appetizer that sets the stage for a memorable dining experience.

I had the pleasure of indulging in their crispy and flavorful chive pancake, followed by the heavenly beef Pad Se Yu noodles, which were so flavorful.

Sala Thai is truly a haven for food enthusiasts seeking great Thai food.",5.0,0.0,0.765,0.235,0.9732,0.002913611,0.03132693,0.96575946,0.9770525
70,70,Sala Thai,"307 Amsterdam Ave, New York, NY 10023, USA",4.8,Farouk Chemam,Excellent spot for having Thai food. The atmosphere is really nice and well decorated. Their pad Thai as well as Kao Soy are delicious ! Service is impeccable and to perfection. Will come again for sure.,4.0,0.0,0.566,0.434,0.9662,0.0030661651,0.009422547,0.9875113,0.9876233
71,71,McDonald's,"2049 Broadway, New York, NY 10023, USA",3.7,Alon Grinshpoon,This place is a great fast food joint! 🏪 McDonald's on Broadway in the Upper West Side 🗽 is open 24 hours 🕛 a day and is a super easy spot for a quick takeout 🥡 or dine-in. 🍽️ Definitely get their Chicken 🍗 McNuggets! It's super easy to order through their mobile app 📲 (which has so many deals 🏷️) or the self-serve kiosk.📱 Service is super quick ⏲️ and the staff 👨‍🍳 is friendly! They have lots of indoor seating. 🪑 I wish I came here more often!,5.0,0.0,0.684,0.316,0.9853,0.0015870285,0.017148932,0.981264,0.98745793
72,72,McDonald's,"2049 Broadway, New York, NY 10023, USA",3.7,payro54,This McDonald’s has gone from great childhood memories to the filthiest restaurant in Manhattan! It’s become a homeless hangout with homeless people using every table as an apartment! Management has no care for the safety of its customers. I wouldn’t recommend eating here! I even hate giving this place 1 star,1.0,0.096,0.648,0.257,0.8743,0.9567758,0.037168626,0.006055573,-1.4105238
73,73,McDonald's,"2049 Broadway, New York, NY 10023, USA",3.7,Ben Miers,"Very good food for breakfast. I ordered a regular sausage biscuit but I received a McGriddle it was like sausage on two little pancakes. Actually was very good, better than the regular biscuit I was supposed to get. It did take a little while to get my food and even though it was yummy my order was wrong.",5.0,0.06,0.67,0.27,0.9366,0.012009995,0.049370248,0.93861973,0.94528985
74,74,McDonald's,"2049 Broadway, New York, NY 10023, USA",3.7,gamze turalı,"The location is good.It was easy to order inside .It took a short time for the order to arrive at the table. In terms of general cleaning, it just didn't look very clean.",3.0,0.07,0.848,0.082,0.1091,0.113757886,0.33866116,0.54758096,0.5462747
75,75,McDonald's,"2049 Broadway, New York, NY 10023, USA",3.7,Mila Goradze (Advocatessa Odessa),"I ordered just a cappuccino and waited for more than 15 minutes, after which I got an answer that the machine wasn't working. They didn’t ask to provide me with any “excuse gift.” If I remember right, the concept of McDonald’s is their speed in providing drinks and food. But not anymore…
Other day ordered the French fries here - it was awful. I got the feeling that it was fried in a car oil.",1.0,0.056,0.92,0.024,-0.5023,0.8177772,0.16981114,0.012411613,-1.1293486
76,76,Wonder,"2030 Broadway, New York, NY 10023, USA",4.3,Céline BODART,"$9.45/ deluxe chicken sandwich from Streetbird by Marcus Samuelsson

I’d say it’s good value for money. It’s affordable and was very good. The chicken was generous in portion, juicy & tender. Orders are prepared super fast, environment is extremely clean and modern, staff is completely personable. Obviously this is not haute gastronomie but for what it is, yes, I thinks it’s a 5 out of 5.",5.0,0.0,0.758,0.242,0.9216,0.007342971,0.054990984,0.93766606,0.9541471
77,77,Wonder,"2030 Broadway, New York, NY 10023, USA",4.3,Vincent L,Ordered the bbq brisket sandwich and was pleasantly surprised. Great flavors and the brisket was fatty and melted in my mouth. The sliced onions were pickled with a burst of flavor as well. Overall a very happy camper!,5.0,0.0,0.667,0.333,0.938,0.0032997266,0.011935966,0.9847643,0.9857827
78,78,Wonder,"2030 Broadway, New York, NY 10023, USA",4.3,Neal Jhaveri,"Just ordered from Wonder for delivery and loved the food and the overall delivery presentation (containers kept food warm, organized and no mess).  Ordered from Maydan and Chai Pani in the same order, which solved a frequent problem in my home of different restaurant preferences from kids vs adults.  The food was fantastic.  Delivery a bit slow, takes about 45 mins but maybe due to my order of multiple restaurants not sure.  Looking forward to trying more options in the future.",5.0,0.069,0.841,0.09,0.2161,0.0055129104,0.025898747,0.9685883,0.9732683
79,79,Wonder,"2030 Broadway, New York, NY 10023, USA",4.3,Anne N,"The customer service was incredibly helpful as I need help with my order. I order the build your own grain bowl, the food was a surprise, quite flavorful, just a bit salty. If you add less salt, it would be perfect! Overall wonderful customer service and good food!",5.0,0.0,0.669,0.331,0.957,0.009204171,0.02486029,0.9659355,0.96455944
80,80,Wonder,"2030 Broadway, New York, NY 10023, USA",4.3,Edwin Arrunategui,"While at the restaurant, I had to wait for an hour to receive my order, which is unacceptable. To make matters worse, when it finally about to eat, it wasn't cooked as requested (well done), as evidenced by the photos. What a disappointment! I won't be returning and cannot recommend it",1.0,0.211,0.769,0.02,-0.8934,0.94048005,0.053021394,0.0064986045,-1.3777108
81,81,Polpette 71,"71 W 71st St, New York, NY 10023, USA",4.5,William Xiong,"We had an amazing dinner here, the split pea soup special was incredible, and the spaghetti meatballs lived up to the hype! Definitely a special spot, 5 stars.",5.0,0.0,0.643,0.357,0.9041,0.0029693078,0.006521084,0.9905096,0.9893162
82,82,Polpette 71,"71 W 71st St, New York, NY 10023, USA",4.5,Nathan Renard,"Visited Polpette 71 on December 31st and was pleasantly surprised by the serene atmosphere, a stark contrast to the usual hustle of New York. Tucked away near Central Park, this place is a hidden gem for anyone looking for an intimate dining experience. The dim lighting creates a warm and inviting ambiance, perfect for savoring their mouthwatering dishes.

The food here deserves all the praise it can get. Each dish is crafted with care, showcasing a blend of flavors that are both bold and delicate. The attention to detail is evident, and it elevates the dining experience to a whole new level.

Service was friendly and well thought out, adding to the overall enjoyable experience. It’s also worth noting the inclusivity with all gender restrooms, though keep in mind there’s no wifi available.

Overall, Polpette 71 is a must-visit for anyone who appreciates fine food in a cozy, dim-lit setting. A delightful way to enjoy a meal in the heart of New York.",5.0,0.012,0.717,0.272,0.9921,0.0029116902,0.021545818,0.9755425,0.98194784
83,83,Polpette 71,"71 W 71st St, New York, NY 10023, USA",4.5,Jeff Taylor,"Wonderful neighborhood italian on the Upper West Side.  Service was excellent and the house made pasta did not dissapoint.  Would highly recommend if you are looking for a good NYC italian spot.  Meatballs are teh specialty, and while they were good, I would have preferred them to be a bit more ""firm"".  Flavor was good, though.   And the Papardelle and Penne Nona were delightful!",4.0,0.0,0.701,0.299,0.9719,0.0039334735,0.014982291,0.9810843,0.9826752
84,84,Polpette 71,"71 W 71st St, New York, NY 10023, USA",4.5,Fernanda Kasper Ortolan,Great food! The veal tortellini was absolutely incredible. We got there for lunch and it was not busy - highly recommended.,5.0,0.075,0.744,0.181,0.5549,0.0033412725,0.007597216,0.9890616,0.9878483
85,85,Polpette 71,"71 W 71st St, New York, NY 10023, USA",4.5,Adelson Smania,"Italian restaurant located close to Central Park. We've been there to have lunch on a Saturday, and the place was not crowded - what was a relief. We've been quickly seated on a lovely table outside. Everything was great, really no complaints. We've had the limoncello and meatballs to start, and then the Pollo Parmigiana and the Fettuccine Carbonara - all great. The manager was lovely with us the whole time.",5.0,0.066,0.708,0.227,0.9374,0.004888559,0.029512933,0.9655985,0.97302216
86,86,Amber,"103 W 70th St, New York, NY 10023, USA",4.4,Christobel Gomez-Garcia,A hidden gem I am so glad I found. The service was pleasant and the food was delicious. The chicken pad Thai was one of the most flavorful I have had in a while and the sushi was so fresh. The Panko Chicken Buns were a great starter!  I can’t wait to come back for more.,5.0,0.0,0.707,0.293,0.9598,0.0027723487,0.0066602873,0.9905674,0.989739
87,87,Amber,"103 W 70th St, New York, NY 10023, USA",4.4,Sam Tull,"I have been going to amber for years. Everything is always perfect, no matter what I order. The food is always wonderful, the drinks are always amazing, and the staff is ALWAYS extremely friendly. It is a cardinal sin that people arent rating this 5 stars. I have been around the country lived in many states, but always, always came back to Amber as my favorite place to eat in the world. I will always recommend Amber to anyone.",5.0,0.046,0.748,0.206,0.9144,0.009823823,0.019135123,0.971041,0.9658728
88,88,Amber,"103 W 70th St, New York, NY 10023, USA",4.4,Jackie sullivan,Great little spot for some sushi and catch up with friends. Its reasonably priced and great service.. would recommend for a mid week catch up with friends or a very chilled weekend date night.,4.0,0.0,0.615,0.385,0.9509,0.002642157,0.015727878,0.98162997,0.9855307
89,89,Amber,"103 W 70th St, New York, NY 10023, USA",4.4,Erik Webb,"Great sushi and service. The restaurant was quiet on a Sunday afternoon, and we had great attention from the staff. The Aka-Yuki Roll signature roll ($19) was our favorite.",5.0,0.0,0.691,0.309,0.9042,0.0030439012,0.0126236,0.98433256,0.9860785
90,90,Amber,"103 W 70th St, New York, NY 10023, USA",4.4,Carlos Deschamps,"Came to this place since I was craving sushi with some friends. Everything from the appetizers to the sushi was delicious, I want to go back to try more menu items! I really loved the atmosphere, is perfect for any date.",5.0,0.0,0.67,0.33,0.9458,0.0027339633,0.009079978,0.9881861,0.98862517
91,91,Miriam,"300 Amsterdam Ave, New York, NY 10023, USA",4.4,Ola Nesgovorov,"Great location right next to the Beacon Theater, so if you are in the area for a show- recommend to grab a drink and a bite at this place.

Wonderful Mediterranean manu with plenty of vegetarian options so there's something for everyone.
We ordered the fluffy pita bread (indeed fluffy) , focaccia
6 dips - delicious and fresh, my personal favorite out of the 6 was the eggplant and the labaneh dips.
Each git a couple of cocktails, all were very light and refreshing
Definitely recommend for a nice evening out:)",5.0,0.033,0.701,0.266,0.9716,0.002068562,0.017676216,0.98025525,0.9859905
92,92,Miriam,"300 Amsterdam Ave, New York, NY 10023, USA",4.4,Alexandra Bissett,"A great gem on the upper west side for people who love good food and prefer to eat breakfast/brunch for lunch. Miriam has great options to choose from. We tried the Bureka dish and the Norwegian plate. And had their Kanafe dessert. We were there on Friday lunch time and the place was packed. Not surprised. Between the great food and fast and attentive service, it’s a spots we’ll come back to. Next time for dinner.",5.0,0.019,0.763,0.218,0.9625,0.0024378619,0.024467662,0.9730945,0.9816716
